city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Lahore,Hashim Abbas,Child Psychologist,"BS Hons Clinical Psychology, MS Clinical Psychology",4 Yrs,98%,45,"Depression, Anxiety, Family Problems, Confidence",Hospital,Speechlinguaspot,Model Town,Lahore,"Speechlinguaspot, Model Town, Lahore",Mon: 12:00 PM - 10:00 PM; Tue: 12:00 PM - 10:00 PM; Wed: 12:00 PM - 10:00 PM; Thu: 12:00 PM - 10:00 PM; Fri: 12:00 PM - 10:00 PM; Sat: 12:00 PM - 10:00 PM; Sun: 12:00 PM - 10:00 PM,2000,https://www.marham.pk/doctors/lahore/child-psychologist/hashim-abbas,https://staticconnect.marham.pk/assets/doctors/61108/hashim-abbas-child-psychologist-lahore-85_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Karachi,Faiza Boota,Child Psychologist,BS. Applied Psychology,1 Yrs,100%,2,,Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 09:00 AM - 07:00 PM; Tue: 09:00 AM - 07:00 PM; Wed: 09:00 AM - 07:00 PM; Thu: 09:00 AM - 07:00 PM; Fri: 09:00 AM - 07:00 PM; Sat: 09:00 AM - 07:00 PM; Sun: 09:00 AM - 07:00 PM,"2,500",https://www.marham.pk/online-consultation/child-psychologist/karachi/faiza-boota-65662,https://staticconnect.marham.pk/assets/doctors/65662/faiza-boota-child-psychologist-karachi-42_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Rawalpindi,Misbah Nosheen,Child Psychologist,MSc Psychology,12 Yrs,100%,12,"Depression, Anxiety, Family Problems, Confidence",Video Consultation,Video Consultation,Garden Town,Rawalpindi,Video Consultation,"Mon: 09:00 AM - 01:00 PM; Tue: 09:00 AM - 01:00 PM; Wed: 09:00 AM - 01:00 PM; Thu: 09:00 AM - 01:00 PM, 10:00 PM - 11:00 PM; Fri: 09:00 AM - 01:00 PM, 10:00 PM - 11:00 PM; Sat: 10:00 PM - 11:00 PM","2,500",https://www.marham.pk/online-consultation/child-psychologist/rawalpindi/misbah-nosheen-41695,https://staticconnect.marham.pk/assets/doctors/41695/misbah-nosheen-child-psychologist-rawalpindi-1_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Rawalpindi,Kainat Awais,"Child Psychologist, Autism Consultant",M.Sc. Child Psychologist,1 Yrs,100%,11,"Blood Pressure Management, Relaxation Training, Stress Management, Personality Disorders, Mood Disorders, Neurodevelopmental Disorders, Depression, Anxiety, OCD, PTSD, Self Harm, CSS, ISSB Guidance, All Cadet College Guidance And Psychological Testing, Family Problems, Psycho Secual Problems, Somatic Illness, Anger Management, Resilience, Autism, Marriage Counseling, Career Counseling, Family Counseling, Couple Therapy, Drung Addiction, Child And Adult Problems, Confidence Building, Personality Grooming, Phobias, Life Skills, Occupational Therapy Weight Management Neuromuscular Rehab Geriatric Rehab, Autism Spectrum Disorder, Facial Bone Fracture & Oral Cancers Rx Implants Cleft Lip Epair TMJ Disorders Cosmetic Surgeries, ABA Therapy, CBT",Video Consultation,Video Consultation,Garden Town,Rawalpindi,Video Consultation,Mon: 12:00 PM - 05:00 PM; Tue: 12:00 PM - 05:00 PM; Wed: 12:00 PM - 05:00 PM; Thu: 12:00 PM - 05:00 PM; Sat: 12:00 PM - 05:00 PM; Sun: 12:00 PM - 05:00 PM,"2,000",https://www.marham.pk/online-consultation/child-psychologist/rawalpindi/kainat-awais-67179,https://staticconnect.marham.pk/assets/doctors/67179/kainat-awais-child-psychologist-rawalpindi-63_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Islamabad,Kainat Awais,"Child Psychologist, Autism Consultant",M.Sc. Child Psychologist,1 Yrs,100%,11,"Blood Pressure Management, Relaxation Training, Stress Management, Personality Disorders, Mood Disorders, Neurodevelopmental Disorders, Depression, Anxiety, OCD, PTSD, Self Harm, CSS, ISSB Guidance, All Cadet College Guidance And Psychological Testing, Family Problems, Psycho Secual Problems, Somatic Illness, Anger Management, Resilience, Autism, Marriage Counseling, Career Counseling, Family Counseling, Couple Therapy, Drung Addiction, Child And Adult Problems, Confidence Building, Personality Grooming, Phobias, Life Skills, Occupational Therapy Weight Management Neuromuscular Rehab Geriatric Rehab, Autism Spectrum Disorder, Facial Bone Fracture & Oral Cancers Rx Implants Cleft Lip Epair TMJ Disorders Cosmetic Surgeries, ABA Therapy, CBT",Hospital,Canadian health and aesthetics,Dha phase 2,Islamabad,"Canadian health and aesthetics, Dha phase 2, Islamabad",Mon: 11:00 AM - 05:00 PM; Tue: 11:00 AM - 05:00 PM; Wed: 11:00 AM - 05:00 PM; Thu: 11:00 AM - 05:00 PM; Sat: 11:00 AM - 05:00 PM; Sun: 11:00 AM - 05:00 PM,3000,https://www.marham.pk/online-consultation/child-psychologist/rawalpindi/kainat-awais-67179,https://staticconnect.marham.pk/assets/doctors/67179/kainat-awais-child-psychologist-rawalpindi-63_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Syeda Zobia Fatima Gold Medalist,"Clinical Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",5 Yrs,100%,53,"Depression, Anxiety, Family Problems, Confidence",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 07:00 AM - 11:30 PM; Tue: 07:00 AM - 11:30 PM; Wed: 07:00 AM - 11:30 PM; Thu: 07:00 AM - 11:30 PM; Fri: 07:00 AM - 11:30 PM; Sat: 07:00 AM - 11:30 PM; Sun: 07:00 AM - 11:30 PM,"5,000",https://www.marham.pk/doctors/lahore/clinical-psychologist/syeda-zobia-fatima-gold-medalist,https://staticconnect.marham.pk/assets/doctors/43549/syeda-zobia-clinical-psychologist-lahore-20_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Syeda Zobia Fatima Gold Medalist,"Clinical Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",5 Yrs,100%,53,"Depression, Anxiety, Family Problems, Confidence",Hospital,Akram Medical Complex Hospital,Gulberg,Lahore,"Akram Medical Complex Hospital, Gulberg, Lahore",Wed: 04:00 PM - 07:00 PM; Sat: 04:00 PM - 07:00 PM; Sun: 04:00 PM - 07:00 PM,3500,https://www.marham.pk/doctors/lahore/clinical-psychologist/syeda-zobia-fatima-gold-medalist,https://staticconnect.marham.pk/assets/doctors/43549/syeda-zobia-clinical-psychologist-lahore-20_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Syeda Zobia Fatima Gold Medalist,"Clinical Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",5 Yrs,100%,53,"Depression, Anxiety, Family Problems, Confidence",Hospital,Pak Wellness Medical Center,DHA phase 5,Lahore,"Pak Wellness Medical Center, DHA phase 5, Lahore",Mon: 11:00 AM - 05:00 PM; Tue: 11:00 AM - 05:00 PM; Wed: 11:00 AM - 05:00 PM; Thu: 11:00 AM - 05:00 PM; Fri: 11:00 AM - 05:00 PM; Sat: 11:00 AM - 05:00 PM; Sun: 11:00 AM - 05:00 PM,5000,https://www.marham.pk/doctors/lahore/clinical-psychologist/syeda-zobia-fatima-gold-medalist,https://staticconnect.marham.pk/assets/doctors/43549/syeda-zobia-clinical-psychologist-lahore-20_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Sahiwal,Syeda Zobia Fatima Gold Medalist,"Clinical Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",5 Yrs,100%,53,"Depression, Anxiety, Family Problems, Confidence",Hospital,Jinnah Madical Complex,Girls College Road,Sahiwal,"Jinnah Madical Complex, Girls College Road, Sahiwal",Mon: 10:00 AM - 09:00 PM; Sun: 10:00 AM - 09:00 PM,2500,https://www.marham.pk/doctors/lahore/clinical-psychologist/syeda-zobia-fatima-gold-medalist,https://staticconnect.marham.pk/assets/doctors/43549/syeda-zobia-clinical-psychologist-lahore-20_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Syeda Zobia Fatima Gold Medalist,"Clinical Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",5 Yrs,100%,53,"Depression, Anxiety, Family Problems, Confidence",Hospital,Revive Sobriety Center,Johar Town Lahore,Lahore,"Revive Sobriety Center, Johar Town Lahore, Lahore",Mon: 08:00 AM - 10:00 PM; Tue: 08:00 AM - 10:00 PM; Wed: 08:00 AM - 10:00 PM; Thu: 08:00 AM - 10:00 PM; Fri: 08:00 AM - 10:00 PM; Sat: 08:00 AM - 10:00 PM; Sun: 08:00 AM - 10:00 PM,3500,https://www.marham.pk/doctors/lahore/clinical-psychologist/syeda-zobia-fatima-gold-medalist,https://staticconnect.marham.pk/assets/doctors/43549/syeda-zobia-clinical-psychologist-lahore-20_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Sialkot,Ms Bazla Khalid,"Psychologist, Child Psychologist","BS (Psychology), MS (Clinical Psychology)",1 Yrs,100%,2,"Child Psychology, Relaxation Techniques, Life Skills, Mind Fullness",Video Consultation,Video Consultation,Garden Town,Sialkot,Video Consultation,Mon: 11:30 AM - 08:00 PM; Tue: 11:30 AM - 08:00 PM; Wed: 11:30 AM - 08:00 PM; Thu: 11:30 AM - 08:00 PM; Fri: 11:30 AM - 08:00 PM; Sat: 11:30 AM - 08:00 PM; Sun: 11:30 AM - 08:00 PM,"2,500",https://www.marham.pk/online-consultation/psychologist/sialkot/ms-bazla-khalid-28031,https://static.marham.pk/assets/images/doctor-photo-female-8080.webp,https://www.marham.pk/doctors/child-psychologist
Multan,Fozia Hamid,Child Psychologist,"MPhil Psychology, MS (Applied Psychology)",9 Yrs,83%,5,"Anxiety, Confidence, Special Education Schools",Video Consultation,Video Consultation,Garden Town,Multan,Video Consultation,Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM,"1,500",https://www.marham.pk/online-consultation/child-psychologist/multan/fozia-hamid-43646,https://staticconnect.marham.pk/assets/doctors/43646/fozia-hamid-child-psychologist-multan-81_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Toba Tek Singh,Saba Majeed,"Clinical Psychologist, Child Psychologist","PMDCP, M.SC Applied Psychology, MA(MCC,PHC and HIV) Member of RCGP, Member of APA",5 Yrs,100%,1,"Behavioral Problem In Children And Adult, Major Depressive Disorder, MR Child, Anxiety Disorder",Video Consultation,Video Consultation,Garden Town,Toba Tek Singh,Video Consultation,Mon: 09:00 AM - 09:00 PM; Tue: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thu: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM; Sun: 09:00 AM - 09:00 PM,"1,000",https://www.marham.pk/doctors/toba-tek-singh/clinical-psychologist/saba-majeed,https://staticconnect.marham.pk/assets/doctors/62414/saba-majeed-clinical-psychologist-toba-tek-singh-83_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Toba Tek Singh,Saba Majeed,"Clinical Psychologist, Child Psychologist","PMDCP, M.SC Applied Psychology, MA(MCC,PHC and HIV) Member of RCGP, Member of APA",5 Yrs,100%,1,"Behavioral Problem In Children And Adult, Major Depressive Disorder, MR Child, Anxiety Disorder",Hospital,Physio Cure Rehabilitation Center,Canal Road,Toba Tek Singh,"Physio Cure Rehabilitation Center, Canal Road, Toba Tek Singh","Mon: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM; Tue: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM; Wed: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM; Thu: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM; Sat: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM; Sun: 09:00 AM - 03:00 PM, 09:00 AM - 02:00 PM",1500,https://www.marham.pk/doctors/toba-tek-singh/clinical-psychologist/saba-majeed,https://staticconnect.marham.pk/assets/doctors/62414/saba-majeed-clinical-psychologist-toba-tek-singh-83_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Ms. Anha Kanwal,"Child Psychologist, Speech Therapist","Advanced Diploma in Clinical Psychology, Certified Behavior Therapist & Child Psychologist, M.A (Special Education) , Master of Science in Speech Language Pathology/ Therapy",9 Yrs,100%,7,"Child Psychology, Childhood Behavioral Issue, Behavioral Problem In Children And Adult, Child Therapist",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Sat: 09:00 PM - 11:00 PM; Sun: 09:00 PM - 11:00 PM,"3,500",https://www.marham.pk/online-consultation/child-psychologist/lahore/ms-anha-kanwal-34911,https://staticconnect.marham.pk/assets/doctors/34911/ms-anha-kanwal-psychologist-lahore-21_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Ms. Anha Kanwal,"Child Psychologist, Speech Therapist","Advanced Diploma in Clinical Psychology, Certified Behavior Therapist & Child Psychologist, M.A (Special Education) , Master of Science in Speech Language Pathology/ Therapy",9 Yrs,100%,7,"Child Psychology, Childhood Behavioral Issue, Behavioral Problem In Children And Adult, Child Therapist",Hospital,Punjab Medical Center,Jail Road,Lahore,"Punjab Medical Center, Jail Road, Lahore",Mon: 12:00 PM - 10:00 PM; Tue: 12:00 PM - 10:00 PM; Wed: 12:00 PM - 10:00 PM; Thu: 12:00 PM - 10:00 PM; Fri: 12:00 PM - 10:00 PM,3000,https://www.marham.pk/online-consultation/child-psychologist/lahore/ms-anha-kanwal-34911,https://staticconnect.marham.pk/assets/doctors/34911/ms-anha-kanwal-psychologist-lahore-21_80X80.webp,https://www.marham.pk/doctors/child-psychologist
Lahore,Dr. Ms Myda Tahir,"Physiotherapist, Chiropractor","DPT, Chiropractor (Diploma)",5 Yrs,83%,708,Neck Pain,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 01:00 PM - 09:00 PM; Tue: 01:00 PM - 09:00 PM; Wed: 01:00 PM - 09:00 PM; Thu: 01:00 PM - 09:00 PM; Fri: 01:00 PM - 09:00 PM; Sat: 01:00 PM - 09:00 PM,"2,000",https://www.marham.pk/doctors/lahore/physiotherapist/dr-ms-myda-tahir,https://staticconnect.marham.pk/assets/doctors/12718/ms-myda-tahir-physiotherapist-lahore-8_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Ms Myda Tahir,"Physiotherapist, Chiropractor","DPT, Chiropractor (Diploma)",5 Yrs,83%,708,Neck Pain,Hospital,Chiropractor & Physio Pain Relief Center (Dr. Myda Tahir),Johar Town,Lahore,"Chiropractor & Physio Pain Relief Center (Dr. Myda Tahir), Johar Town, Lahore","Mon: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM; Tue: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM; Wed: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM; Thu: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM; Fri: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM; Sat: 12:00 PM - 08:00 PM, 12:30 PM - 08:00 PM",1000,https://www.marham.pk/doctors/lahore/physiotherapist/dr-ms-myda-tahir,https://staticconnect.marham.pk/assets/doctors/12718/ms-myda-tahir-physiotherapist-lahore-8_80X80.webp,https://www.marham.pk/doctors/chiropractor
Karachi,Agha Ebrahim Chiropractor,Chiropractor,Doctor of Chiropractor (USA),40 Yrs,97%,"1,379","Back Pain, Neck Pain, Headches, Knee And Foot Pain, Hip Pain",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 12:00 PM - 10:00 PM; Tue: 12:00 PM - 10:00 PM; Wed: 12:00 PM - 10:00 PM; Thu: 12:00 PM - 10:00 PM; Fri: 12:00 PM - 10:00 PM; Sat: 12:00 PM - 10:00 PM,"2,000",https://www.marham.pk/online-consultation/chiropractor/karachi/agha-ebrahim-chiropractor-12794,https://staticconnect.marham.pk/assets/doctors/12794/agha-ebrahim-chiropractor-karachi-23_80X80.webp,https://www.marham.pk/doctors/chiropractor
Islamabad,Agha Ebrahim Chiropractor,Chiropractor,Doctor of Chiropractor (USA),40 Yrs,97%,"1,379","Back Pain, Neck Pain, Headches, Knee And Foot Pain, Hip Pain",Hospital,Capital Diagnostic Center,G-8,Islamabad,"Capital Diagnostic Center, G-8, Islamabad",Mon: 04:00 PM - 08:00 PM; Tue: 04:00 PM - 08:00 PM; Wed: 04:00 PM - 08:00 PM; Thu: 04:00 PM - 08:00 PM; Fri: 04:00 PM - 08:00 PM; Sat: 04:00 PM - 08:00 PM,2000,https://www.marham.pk/online-consultation/chiropractor/karachi/agha-ebrahim-chiropractor-12794,https://staticconnect.marham.pk/assets/doctors/12794/agha-ebrahim-chiropractor-karachi-23_80X80.webp,https://www.marham.pk/doctors/chiropractor
Karachi,Agha Ebrahim Chiropractor,Chiropractor,Doctor of Chiropractor (USA),40 Yrs,97%,"1,379","Back Pain, Neck Pain, Headches, Knee And Foot Pain, Hip Pain",Hospital,Chiropractor Dr Agha Ebrahim,Gulshan Iqbal,Karachi,"Chiropractor Dr Agha Ebrahim, Gulshan Iqbal, Karachi",Mon: 03:00 PM - 09:00 PM; Tue: 03:00 PM - 09:00 PM; Wed: 03:00 PM - 09:00 PM; Thu: 03:00 PM - 09:00 PM; Fri: 03:00 PM - 09:00 PM; Sat: 03:00 PM - 09:00 PM,2000,https://www.marham.pk/online-consultation/chiropractor/karachi/agha-ebrahim-chiropractor-12794,https://staticconnect.marham.pk/assets/doctors/12794/agha-ebrahim-chiropractor-karachi-23_80X80.webp,https://www.marham.pk/doctors/chiropractor
Islamabad,Ms Shania Shafi,Chiropractor,"DC (Doctor of Chiropractor), Trainer (Neuromuscular & Deep Tissue)",7 Yrs,99%,981,"Back Pain, Shoulder Pain, Migraines, Atlas Vertebrae Misaligment",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 04:00 PM - 08:00 PM; Tue: 04:00 PM - 08:00 PM; Wed: 04:00 PM - 08:00 PM; Thu: 04:00 PM - 08:00 PM; Fri: 04:00 PM - 08:00 PM; Sat: 04:00 PM - 08:00 PM; Sun: 04:00 PM - 08:00 PM,"2,000",https://www.marham.pk/online-consultation/chiropractor/islamabad/ms-shania-shafi-12971,https://staticconnect.marham.pk/assets/doctors/12971/dr-shania-shafi-chiropractor-islamabad-39_80X80.webp,https://www.marham.pk/doctors/chiropractor
Islamabad,Ms Shania Shafi,Chiropractor,"DC (Doctor of Chiropractor), Trainer (Neuromuscular & Deep Tissue)",7 Yrs,99%,981,"Back Pain, Shoulder Pain, Migraines, Atlas Vertebrae Misaligment",Hospital,Capital Diagnostic Centre,G-8,Islamabad,"Capital Diagnostic Centre, G-8, Islamabad",Mon: 04:00 PM - 07:00 PM; Tue: 04:00 PM - 07:00 PM; Wed: 04:00 PM - 07:00 PM; Thu: 04:00 PM - 07:00 PM; Fri: 04:00 PM - 07:00 PM; Sat: 04:00 PM - 07:00 PM; Sun: 04:00 PM - 07:00 PM,2000,https://www.marham.pk/online-consultation/chiropractor/islamabad/ms-shania-shafi-12971,https://staticconnect.marham.pk/assets/doctors/12971/dr-shania-shafi-chiropractor-islamabad-39_80X80.webp,https://www.marham.pk/doctors/chiropractor
Karachi,Ms Shania Shafi,Chiropractor,"DC (Doctor of Chiropractor), Trainer (Neuromuscular & Deep Tissue)",7 Yrs,99%,981,"Back Pain, Shoulder Pain, Migraines, Atlas Vertebrae Misaligment",Hospital,Karachi Medical Complex,Gulshan e Iqbal,Karachi,"Karachi Medical Complex, Gulshan e Iqbal, Karachi",Mon: 05:00 PM - 07:00 PM; Thu: 05:00 PM - 07:00 PM; Fri: 05:00 PM - 07:00 PM; Sat: 05:00 PM - 07:00 PM; Sun: 05:00 PM - 07:00 PM,2000,https://www.marham.pk/online-consultation/chiropractor/islamabad/ms-shania-shafi-12971,https://staticconnect.marham.pk/assets/doctors/12971/dr-shania-shafi-chiropractor-islamabad-39_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Aamir Saeed,"Physiotherapist, Chiropractor","BSPT, DPT (KEMU), TDPT /MPhil kemu SRPT (UK), PGC (Neuro DPT), Master of Orthopedic MT",25 Yrs,89%,135,,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Tue: 04:00 PM - 06:30 PM; Sat: 04:00 PM - 06:30 PM; Sun: 04:00 PM - 06:30 PM,"3,000",https://www.marham.pk/doctors/lahore/physiotherapist/dr-aamir-saeed,https://staticconnect.marham.pk/assets/doctors/1952/aamir-saeed-physiotherapist-lahore-97_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Aamir Saeed,"Physiotherapist, Chiropractor","BSPT, DPT (KEMU), TDPT /MPhil kemu SRPT (UK), PGC (Neuro DPT), Master of Orthopedic MT",25 Yrs,89%,135,,Hospital,Hamza Hospital,Shershah Colony - Ichra,Lahore,"Hamza Hospital, Shershah Colony - Ichra, Lahore","Mon: 03:00 PM - 10:00 PM, 07:30 PM - 09:30 PM; Tue: 03:00 PM - 10:00 PM, 07:30 PM - 09:30 PM; Wed: 03:00 PM - 10:00 PM, 07:30 PM - 09:30 PM; Thu: 03:00 PM - 10:00 PM, 07:30 PM - 09:30 PM; Fri: 03:00 PM - 10:00 PM, 07:30 PM - 09:30 PM; Sat: 03:00 PM - 10:00 PM",2000,https://www.marham.pk/doctors/lahore/physiotherapist/dr-aamir-saeed,https://staticconnect.marham.pk/assets/doctors/1952/aamir-saeed-physiotherapist-lahore-97_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Fatima Niazi,"Physiotherapist, Chiropractor","DPT, BSPT (Pb),TDPT/M.Phil. (KEMU), MS Orthopaedic, Manual Physical Therapy (RIU) Chiropractor, Certificate In Manual Therapy (Spine)",23 Yrs,81%,400,,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 08:00 AM - 09:00 PM; Tue: 08:00 AM - 09:00 PM; Wed: 08:00 AM - 09:00 PM; Thu: 08:00 AM - 09:00 PM; Fri: 08:00 AM - 09:00 PM; Sat: 08:00 AM - 09:00 PM; Sun: 08:00 AM - 09:00 PM,"2,000",https://www.marham.pk/online-consultation/physiotherapist/lahore/dr-fatima-niazi-6557,https://staticconnect.marham.pk/assets/doctors/6557/ms-fatima-niazi-physiotherapist-lahore-11_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Fatima Niazi,"Physiotherapist, Chiropractor","DPT, BSPT (Pb),TDPT/M.Phil. (KEMU), MS Orthopaedic, Manual Physical Therapy (RIU) Chiropractor, Certificate In Manual Therapy (Spine)",23 Yrs,81%,400,,Hospital,Garden Town Physiotherapy & Chiropractor clinic inside Sarwat Anwar medical complex LHR,Garden Town,Lahore,"Garden Town Physiotherapy & Chiropractor clinic inside Sarwat Anwar medical complex LHR, Garden Town, Lahore",Mon: 04:30 PM - 08:30 PM; Tue: 04:30 PM - 08:30 PM; Wed: 04:30 PM - 08:30 PM; Thu: 04:30 PM - 08:30 PM; Fri: 04:30 PM - 08:30 PM; Sat: 04:30 PM - 08:30 PM,2000,https://www.marham.pk/online-consultation/physiotherapist/lahore/dr-fatima-niazi-6557,https://staticconnect.marham.pk/assets/doctors/6557/ms-fatima-niazi-physiotherapist-lahore-11_80X80.webp,https://www.marham.pk/doctors/chiropractor
Lahore,Dr. Fatima Niazi,"Physiotherapist, Chiropractor","DPT, BSPT (Pb),TDPT/M.Phil. (KEMU), MS Orthopaedic, Manual Physical Therapy (RIU) Chiropractor, Certificate In Manual Therapy (Spine)",23 Yrs,81%,400,,Hospital,DHA  Aadil Hospital Physiotherapy & Chiropractor Clinic,DHA,Lahore,"DHA Aadil Hospital Physiotherapy & Chiropractor Clinic, DHA, Lahore",Mon: 06:30 PM - 09:30 PM; Tue: 06:30 PM - 09:30 PM; Wed: 06:30 PM - 09:30 PM; Thu: 06:30 PM - 09:30 PM; Fri: 06:30 PM - 09:30 PM; Sat: 06:30 PM - 09:30 PM,2500,https://www.marham.pk/online-consultation/physiotherapist/lahore/dr-fatima-niazi-6557,https://staticconnect.marham.pk/assets/doctors/6557/ms-fatima-niazi-physiotherapist-lahore-11_80X80.webp,https://www.marham.pk/doctors/chiropractor
Islamabad,Prof. Tineenullah Fahad,"Chiropractor, Homeopath, Geneticist, Hijama Specialist, Nutritionist","DC (Doctor of Chiropractic), MD, CNS, RNP, P.hD- Genetics, Diploma in Hijama",14 Yrs,74%,70,"General Physician, Back Pain, Neck Pain, Pinched Nerve Pain, Tennis Elbow, Dietician, Homeopathic Consultant",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 03:00 PM - 11:55 PM; Tue: 03:00 PM - 11:55 PM; Wed: 03:00 PM - 11:55 PM; Fri: 03:00 PM - 11:55 PM; Sat: 03:00 PM - 11:55 PM; Sun: 03:00 PM - 11:55 PM,"1,500",https://www.marham.pk/doctors/islamabad/chiropractor/prof-tineenullah-fahad,https://staticconnect.marham.pk/assets/doctors/17574/dr-tineenullah-fahad-chiropractor-islamabad-66_80X80.webp,https://www.marham.pk/doctors/chiropractor
